encoder,encoder_family,dataset,query_id,query_text,query_length_tokens,nDCG@10,primary_label,labels
lstm-retriever,recurrent,fiqa,9060,Buying puts without owning underlying,5.0,0.0,LEN-SHORT,LEN-SHORT|NEGATION
lstm-retriever,recurrent,fiqa,9115,Why does the calculation for percentage profit vary based on whether a position is short vs. long?,19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,9329,Interactive Brokers: IOPTS and list of structured products,11.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,9381,Trade? Buy and hold? Or both?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,9385,Meaning of reinvestment,5.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,fiqa,9598,How do index funds actually work?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,9771,Is there any emprical research done on 'adding to a loser',15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,9925,What does Chapter 11 Bankruptcy mean to an investor holding shares of a Chapter 11 Company?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,1,0-dimensional biomaterials show inductive properties.,13.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,100,All hematopoietic stem cells segregate their chromosomes randomly.,15.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1099,Statins decrease blood cholesterol.,8.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1110,Suboptimal nutrition is not predictive of chronic disease,12.0,0.0,NEGATION,NEGATION
mamba-retriever-fs,ssm,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,18.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,1175,The PPR MDA5 has two N-terminal CARD domains.,14.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,34.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,1196,The availability of safe places to study is effective at decreasing homelessness.,14.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1197,The availability of safe places to study is not effective at decreasing homelessness.,15.0,0.0,NEGATION,NEGATION
mamba-retriever-fs,ssm,scifact,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,24.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,1207,The composition of myosin-II isoform switches from the polarizable B isoform to the more homogenous A isoform during hematopoietic differentiation.,36.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,1213,The deregulated and prolonged activation of monocytes has deleterious effects in inflammatory diseases.,19.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,1221,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,22.0,0.0,LEN-LONG,LEN-LONG|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,1225,The locus rs647161 is associated with colorectal carcinoma.,17.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,1226,"The loss of the TET protein functions may have dire biological consequences, such as myeloid cancers.",21.0,0.0,LEN-LONG,LEN-LONG|MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,1241,The myocardial lineage develops from cardiac progenitors of mesodermal origin.,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1245,The one-child policy has been successful in lowering population growth.,13.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",33.0,0.0,LEN-LONG,LEN-LONG|MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,127,Arginine 90 in p150n is important for interaction with EB1.,18.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,1270,The risk of male prisoners harming themselves is ten times that of female prisoners.,16.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,21.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,1278,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,21.0,0.0,LEN-LONG,LEN-LONG|NEGATION
mamba-retriever-fs,ssm,scifact,1279,The treatment of cancer patients with co-IR blockade precipitates adverse autoimmune events.,21.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,128,Arterioles have a larger lumen diameter than venules.,14.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1292,There is no association between HNF4A mutations and diabetes risks.,15.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY|NEGATION|MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,1316,Transferred UCB T cells acquire a memory-like phenotype in recipients.,16.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,132,Aspirin inhibits the production of PGE2.,12.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,1332,Tumor necrosis factor alpha (TNF-α) and interleukin-1 (IL-1) are pro-inflammatory cytokines that inhibit IL-6 and IL-10.,40.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,1339,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,14.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1352,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,20.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,1368,Vitamin D deficiency effects the term of delivery.,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,137,Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,18.0,0.0,NEGATION,NEGATION
mamba-retriever-fs,ssm,scifact,1370,Vitamin D deficiency is unrelated to birth weight.,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,15.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,1385,cSMAC formation enhances weak ligand signalling.,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,183,Bone marrow cells contribute to adult macrophage compartments.,11.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,185,Breast cancer development is determined exclusively by genetic factors.,10.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,198,CCL19 is absent within dLNs.,9.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,212,CR is associated with higher methylation age.,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,213,CRP is not predictive of postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.,24.0,0.0,LEN-LONG,LEN-LONG|NEGATION
mamba-retriever-fs,ssm,scifact,239,Cellular aging closely links to an older appearance.,9.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,20.0,0.0,NEGATION,NEGATION|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,303,DMRT1 is a sex-determining gene that is epigenetically regulated by the MHM region.,23.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,314,Deamination of cytidine to uridine on the minus strand of viral DNA results in catastrophic G-to-A mutations in the viral genome.,32.0,0.0,LEN-LONG,LEN-LONG|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,324,Deleting Raptor reduces G-CSF levels.,12.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,327,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,19.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY|NEGATION
mamba-retriever-fs,ssm,scifact,384,Epidemiological disease burden from noncommunicable diseases is more prevalent in low economic settings.,21.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,415,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for dementia.,24.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,421,Flexible molecules experience greater steric hindrance in the tumor microenviroment than rigid molecules.,20.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,440,Fz/PCP-dependent Pk localizes to the anterior membrane of notochord cells during zebrafish neuralation.,26.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,475,Glycolysis is one of the primary glycometabolic pathways in cells.,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,478,Golli-deficient T-cells prefer to differentiate into an anergic phenotype in the adaptive immune response when there are increased levels of Ca2+ in the cytosol.,39.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,491,HNF4A mutations can cause diabetes in mutant carriers by the age of 14 years,18.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,501,Headaches are not correlated with cognitive impairment.,9.0,0.0,NEGATION,NEGATION
mamba-retriever-fs,ssm,scifact,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",20.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,507,Helminths interfere with immune system control of macrophages activated by IL-4 favor Mycobacterium tuberculosis replication.,26.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,508,Hematopoietic Stem Cell purification reaches purity rate of up to 50%.,17.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,13.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,514,High dietary calcium intakes are unnecessary for prevention of secondary hyperparathyroidism in subjects with 25(OH)D levels above 75 nmol/liter.,32.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,521,High-sensitivity cardiac troponin T (HSCT-T) dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before acute myocardial injury (AMI).,41.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|NEGATION
mamba-retriever-fs,ssm,scifact,528,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic paraparesis (HAM/TSP) patients produce Immunoglobulin G (IgG) antibodies which cross-react with an immunodominant epitope in Tax.,62.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,53,ALDH1 expression is associated with poorer prognosis in breast cancer.,15.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,536,Hypocretin neurones induce panicprone state in rats.,16.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,54,AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,21.0,0.0,LEN-LONG,LEN-LONG|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,560,Immune responses result in the development of inflammatory Th17 cells and anti-inflammatory iTregs.,19.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY|MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,569,"In adult tissue, most T cells are memory T cells.",12.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,587,"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.",39.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,623,Individuals with low serum vitamin D concentrations have increased risk of multiple sclerosis.,16.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,628,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,24.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,636,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",38.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,649,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,18.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,660,Ivermectin is used to treat onchocerciasis.,15.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,690,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,41.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,691,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,25.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,700,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,18.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY|NEGATION
mamba-retriever-fs,ssm,scifact,702,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,19.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY|NEGATION
mamba-retriever-fs,ssm,scifact,718,Low nucleosome occupancy correlates with low methylation levels across species.,20.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,721,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,26.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,727,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,22.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,768,Mercaptopurine is anabolized into the inactive methylmercaptopurine by thiopurine methyltrasnferase (TPMT).,35.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,775,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,33.0,0.0,LEN-LONG,LEN-LONG|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,784,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,22.0,0.0,LEN-LONG,LEN-LONG|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,785,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,30.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,808,Most termination events in Okazaki fragments are sequence specific.,12.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,821,N-terminal cleavage reduces success identifying transcription start sites.,11.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,830,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,39.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,29.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,834,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,20.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,837,NR5A2 is important in development of endometrial tissues.,15.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,23.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,870,Obesity decreases life quality.,5.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,scifact,887,Only a minority of cells survive development after differentiation into stress-resistant spores.,15.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,25.0,0.0,LEN-LONG,LEN-LONG
mamba-retriever-fs,ssm,scifact,913,PPAR-RXRs are inhibited by PPAR ligands.,15.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,scifact,936,Peroxynitrite is required for nitration of TCR/CD8.,18.0,0.0,NUMERIC-ENTITY,NUMERIC-ENTITY|DOMAIN-TERM
mamba-retriever-fs,ssm,scifact,957,Podocytes are motile and migrate in the presence of injury.,13.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
mamba-retriever-fs,ssm,scifact,967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,24.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY
mamba-retriever-fs,ssm,scifact,975,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,18.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,10213,Looking for good investment vehicle for seasonal work and savings,10.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
bert-base,transformer,fiqa,10213,Looking for good investment vehicle for seasonal work and savings,10.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
gte-small,transformer,fiqa,10213,Looking for good investment vehicle for seasonal work and savings,10.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,10213,Looking for good investment vehicle for seasonal work and savings,10.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
conv-retriever,convolutional,fiqa,10213,Looking for good investment vehicle for seasonal work and savings,10.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,10213,Looking for good investment vehicle for seasonal work and savings,10.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
minilm-l6-v2,transformer,fiqa,10547,How much do brokerages pay exchanges per trade?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,10547,How much do brokerages pay exchanges per trade?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,10547,How much do brokerages pay exchanges per trade?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,10547,How much do brokerages pay exchanges per trade?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,10547,How much do brokerages pay exchanges per trade?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,10975,How to contribute to Roth IRA when income is at the maximum limit & you have employer-sponsored 401k plans?,23.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
bert-base,transformer,fiqa,10975,How to contribute to Roth IRA when income is at the maximum limit & you have employer-sponsored 401k plans?,23.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
gte-small,transformer,fiqa,10975,How to contribute to Roth IRA when income is at the maximum limit & you have employer-sponsored 401k plans?,23.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
conv-retriever,convolutional,fiqa,10975,How to contribute to Roth IRA when income is at the maximum limit & you have employer-sponsored 401k plans?,23.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,10975,How to contribute to Roth IRA when income is at the maximum limit & you have employer-sponsored 401k plans?,23.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,1159,what is the best way to do a freelancing job over the summer for a student,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,1159,what is the best way to do a freelancing job over the summer for a student,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,1159,what is the best way to do a freelancing job over the summer for a student,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,1159,what is the best way to do a freelancing job over the summer for a student,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,1812,splitting a joint mortgage - one owner in home,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
bert-base,transformer,fiqa,1812,splitting a joint mortgage - one owner in home,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
gte-small,transformer,fiqa,1812,splitting a joint mortgage - one owner in home,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
lstm-retriever,recurrent,fiqa,1812,splitting a joint mortgage - one owner in home,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
conv-retriever,convolutional,fiqa,1812,splitting a joint mortgage - one owner in home,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,1812,splitting a joint mortgage - one owner in home,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,3177,Vanguard ETF vs mutual fund,6.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
bert-base,transformer,fiqa,3177,Vanguard ETF vs mutual fund,6.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
gte-small,transformer,fiqa,3177,Vanguard ETF vs mutual fund,6.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,3177,Vanguard ETF vs mutual fund,6.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
conv-retriever,convolutional,fiqa,3177,Vanguard ETF vs mutual fund,6.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,3177,Vanguard ETF vs mutual fund,6.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,3534,Why do dishonour fees exist?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,3534,Why do dishonour fees exist?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,3534,Why do dishonour fees exist?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,3534,Why do dishonour fees exist?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,3534,Why do dishonour fees exist?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,3534,Why do dishonour fees exist?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,3612,How can I buy and sell the same stock on the same day?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
bert-base,transformer,fiqa,3612,How can I buy and sell the same stock on the same day?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
gte-small,transformer,fiqa,3612,How can I buy and sell the same stock on the same day?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,3612,How can I buy and sell the same stock on the same day?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
conv-retriever,convolutional,fiqa,3612,How can I buy and sell the same stock on the same day?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,3612,How can I buy and sell the same stock on the same day?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
minilm-l6-v2,transformer,fiqa,4153,How do I invest in emerging markets,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,4153,How do I invest in emerging markets,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,4153,How do I invest in emerging markets,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,4153,How do I invest in emerging markets,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,4153,How do I invest in emerging markets,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,4433,When should you use an actively managed mutual fund in a 401k?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
bert-base,transformer,fiqa,4433,When should you use an actively managed mutual fund in a 401k?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
gte-small,transformer,fiqa,4433,When should you use an actively managed mutual fund in a 401k?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,4433,When should you use an actively managed mutual fund in a 401k?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
conv-retriever,convolutional,fiqa,4433,When should you use an actively managed mutual fund in a 401k?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,4433,When should you use an actively managed mutual fund in a 401k?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,4846,Is there anything comparable to/resembling CNN's Fear and Greed Index?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
bert-base,transformer,fiqa,4846,Is there anything comparable to/resembling CNN's Fear and Greed Index?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
